scenario_id,simulation_id,payment_rows_compared,claims_compared,max_absolute_ceded_payment_difference,max_relative_ceded_payment_difference,nonmatching_payment_rows,nonmatching_claim_rows,nonmatching_attachment_or_exhaustion_flags,missing_step29_payment_rows,missing_baseline_payment_rows,missing_step29_claim_rows,missing_baseline_claim_rows,passed,max_absolute_frozen_step16_truth_difference,max_relative_frozen_step16_truth_difference,nonmatching_frozen_step16_truth_values
short_emerging_no_break,49,2856,714,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_shock_no_break,49,2856,714,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.8958363719115972e-16,0
long_stable_no_break,49,7140,714,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_emerging_no_break,49,7140,714,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.1703344804635367e-16,0
long_shock_no_break,49,7140,714,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.378353945347311e-16,0
long_stable_break,49,7140,714,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.3462232968924447e-16,0
long_emerging_break,49,7140,714,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.2182838182982368e-16,0
long_shock_break,49,7140,714,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.1431920875972697e-16,0
short_stable_no_break,50,2908,727,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.2651957843997378e-16,0
short_emerging_no_break,50,2908,727,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,2.279035917923053e-16,0
short_shock_no_break,50,2908,727,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.0328305910518264e-16,0
long_stable_no_break,50,7270,727,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.1464388439839995e-16,0
long_emerging_no_break,50,7270,727,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.562363345469265e-16,0
long_shock_no_break,50,7270,727,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.1652524805960223e-16,0
long_stable_break,50,7270,727,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.3648081154599974e-16,0
long_emerging_break,50,7270,727,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.102871783180623e-16,0
long_shock_break,50,7270,727,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.4752148681142383e-16,0
